,predicted_scores,similarity_scores
rxn09458_c,0.9999173640000001,0.8268981387571364
rxn00544_c,0.9999170979999998,0.5773752838240305
rxn23589_c,0.9999170320000001,0.6741903028927418
rxn39017_c,0.99991694,0.8451479775642774
rxn01297_c,0.9999167740000001,0.7303157276193938
rxn00479_c,0.9999165019999999,0.5773402637260195
rxn09437_c,0.9999164159999999,0.9602594999007862
rxn09907_c,0.9999163879999999,0.7142751039809884
rxn09964_c,0.99991631,0.8198859943580206
rxn15151_c,0.9999160939999999,0.599979203493817
rxn20221_c,0.9999160939999999,0.599979203493817
rxn00170_c,0.999915458,0.7303157276193935
rxn01730_c,0.9999153239999998,0.7142751039809883
rxn00697_c,0.999914978,0.7499675029247429
rxn02855_c,0.9999144940000001,0.7453473810933321
rxn00960_c,0.999914382,0.8017986131459544
rxn23441_c,0.999913806,0.7706684780507517
rxn13787_c,0.999913806,0.6708552709577683
rxn16411_c,0.999913806,0.8451723900035757
rxn12746_c,0.999913806,0.7706684780507517
rxn00440_c,0.9999137579999999,0.6502146648808066
rxn16057_c,0.9999135219999999,0.7697948004731177
rxn10839_c,0.99991344,0.8451479775642774
rxn00343_c,0.999912892,0.755942982001965
rxn05151_c,0.999912668,0.8451479775642774
rxn02547_c,0.9999126620000001,0.8571375519904942
rxn21082_c,0.9999126199999999,0.6324308699302449
rxn08445_c,0.9999124979999999,0.7499675029247437
rxn05164_c,0.999912124,0.8451479775642774
rxn05172_c,0.999911998,0.8451479775642774
rxn00312_c,0.999911926,0.5773402637260195
rxn00220_c,0.999911618,0.5669572365014737
rxn18585_c,0.9999114,0.8451479775642774
rxn19811_c,0.9999113959999999,0.5669572365014737
rxn01221_c,0.9999113279999999,0.7878191753281284
rxn25282_c,0.999911308,0.648890123336224
rxn11263_c,0.9999112,0.8451479775642774
rxn05163_c,0.9999112,0.8451479775642774
rxn07524_c,0.9999111660000001,0.7324680902768703
rxn18678_c,0.9999111600000001,0.8451479775642774
rxn00263_c,0.999910964,0.6804236436904834
rxn16355_c,0.999910842,0.7499999999999999
rxn09936_c,0.9999107539999998,0.7142751039809884
rxn09935_c,0.9999107539999998,0.7142751039809884
rxn29769_c,0.999910618,0.8451479775642774
rxn10144_c,0.9999103720000001,0.8451479775642774
rxn01375_c,0.99991022,0.8749837514623716
rxn22533_c,0.999910042,0.7324680902768703
rxn03173_c,0.999909938,0.7537667828335204
rxn30014_c,0.999909938,0.6674073637124667
rxn37987_c,0.999909898,0.8451479775642774
rxn05171_c,0.9999097459999999,0.8451479775642774
rxn05615_c,0.9999089980000001,0.6499365964942582
rxn09672_c,0.9999089980000001,0.6499365964942582
rxn05950_c,0.9999088239999999,0.7324680902768703
rxn10091_c,0.999908786,0.7348150825822709
rxn05123_c,0.99990832,0.7142751039809885
rxn08604_c,0.99990832,0.7142751039809885
rxn08775_c,0.9999082739999998,0.75
rxn11262_c,0.99990803,0.9999999999999999
rxn23498_c,0.9999079399999999,0.6885239094079645
rxn00873_c,0.999907788,0.7327229020353125
rxn20780_c,0.999907672,0.7999896017469084
rxn00771_c,0.999907672,0.6761095939888514
rxn03900_c,0.9999068680000001,0.6708015015407103
rxn00486_c,0.999906652,0.7302587708951555
rxn11560_c,0.9999064799999999,0.7324680902768703
rxn05113_c,0.9999064799999999,0.7324680902768703
rxn00594_c,0.9999064719999999,0.7759314897884743
rxn01467_c,0.999906298,0.6674073637124668
rxn07448_c,0.999906298,0.6674073637124667
rxn07447_c,0.999906298,0.6674073637124668
rxn01468_c,0.999906298,0.6674073637124668
rxn12058_c,0.999906298,0.6674073637124667
rxn16811_c,0.999906298,0.6674073637124667
rxn00070_c,0.999906296,0.707116992925835
rxn00344_c,0.9999062200000001,0.599979203493817
rxn01427_c,0.9999058120000001,0.732722902035313
rxn10869_c,0.999905734,0.7324680902768702
rxn02554_c,0.99990568,0.7559211482160542
rxn04426_c,0.99990568,0.7324680902768703
rxn10045_c,0.999905572,0.8451535572911179
rxn10046_c,0.999905572,0.9018598704799768
rxn25163_c,0.999905298,0.7302587708951538
rxn25474_c,0.999905268,0.7324680902768703
rxn23485_c,0.999905228,0.5163664561593042
rxn02577_c,0.9999048719999999,0.857137551990494
rxn05922_c,0.99990482,0.6666088915850666
rxn05923_c,0.99990482,0.6666088915850694
rxn04995_c,0.9999047900000001,0.8268981387571364
rxn09460_c,0.9999047900000001,0.8268981387571364
rxn04994_c,0.9999047900000001,0.8268981387571364
rxn26301_c,0.99990472,0.5999792034938172
rxn05161_c,0.9999044699999999,0.8451479775642774
rxn09459_c,0.999904402,0.8268981387571364
rxn21891_c,0.9999043999999999,0.6708015015407103
rxn15435_c,0.9999043999999999,0.6708015015407104
rxn00571_c,0.9999043820000001,0.7303157276193938
rxn00934_c,0.9999042539999999,0.6666666666666667
rxn03051_c,0.999904154,0.7542494117323439
rxn00086_c,0.9999040959999999,0.7216878364870323
rxn00022_c,0.9999040720000002,0.6123724356957946
rxn33698_c,0.99990383,0.7999896017469084
rxn03394_c,0.99990349,0.7324680902768699
rxn07739_c,0.9999032760000001,0.5070712104134254
rxn00037_c,0.9999032760000001,0.6655173527965679
rxn23510_c,0.9999032719999998,0.47580022179918824
rxn16543_c,0.9999032719999998,0.47580022179918635
rxn22133_c,0.9999027,0.6761095939888517
rxn14009_c,0.9999027,0.6761095939888517
rxn16714_c,0.9999027,0.6761095939888517
rxn14096_c,0.9999027,0.7537961747364983
rxn33333_c,0.9999026260000001,0.5422929715968694
rxn00298_c,0.9999026000000001,0.8999948008734552
rxn20875_c,0.9999019920000001,0.7324680902768703
rxn03741_c,0.9999019920000001,0.7324680902768703
rxn00466_c,0.999901758,0.7324680902768702
rxn05159_c,0.999901734,0.8451479775642774
rxn11358_c,0.9999017080000001,0.5
rxn13530_c,0.9999017080000001,0.5
rxn04952_c,0.99990144,0.6761095939888515
rxn03563_c,0.9999011440000001,0.7324680902768703
rxn18575_c,0.999900892,0.8451479775642774
rxn25273_c,0.9999008739999999,0.544338914952386
rxn00766_c,0.9999008,0.7473941323621035
rxn00982_c,0.99990057,0.6030298143460754
rxn08668_c,0.99990043,0.632430869930246
rxn15112_c,0.9999002319999999,0.7559184188597892
rxn14020_c,0.999900126,0.7324680902768703
rxn01571_c,0.999900062,0.7327229020353128
rxn03297_c,0.999900032,0.7324680902768703
rxn18905_c,0.999899832,0.8451479775642773
rxn01590_c,0.9998997639999999,0.7327229020353127
rxn22130_c,0.9998995980000001,0.7878191753281284
rxn14186_c,0.999899492,0.7324680902768703
rxn17394_c,0.9998993200000001,0.7324680902768703
rxn18458_c,0.999899282,0.8451479775642774
rxn10056_c,0.999899012,0.5999792034938173
rxn26035_c,0.99989887,0.5330271433565641
rxn13802_c,0.9998988240000001,1.0
rxn37361_c,0.9998984879999998,0.7324680902768703
rxn00853_c,0.999898484,0.8411890479666809
rxn36531_c,0.999898112,0.8447385138078422
rxn05179_c,0.999898084,0.8451479775642774
rxn01514_c,0.9998978920000001,0.7473941323621035
rxn05117_c,0.9998977979999999,0.7745933139976826
rxn05622_c,0.9998975999999999,0.8451479775642774
rxn05539_c,0.99989737,0.8451479775642774
rxn00844_c,0.9998971579999999,0.7324680902768703
rxn30324_c,0.9998971320000001,0.636355043009738
rxn05555_c,0.99989702,0.8451479775642774
rxn12777_c,0.999896876,0.8333333333333335
rxn05168_c,0.999896704,0.8451479775642774
rxn25872_c,0.9998964619999999,0.8630238854984381
rxn02541_c,0.9998964300000001,0.7324680902768703
rxn10842_c,0.9998964059999998,0.8451479775642774
rxn01344_c,0.999896394,0.6708378314238516
rxn04986_c,0.9998959,0.7324680902768703
rxn04984_c,0.999895692,0.7324680902768703
rxn04392_c,0.99989548,0.7324680902768703
rxn07116_c,0.99989548,0.8263396351872905
rxn04607_c,0.99989548,0.8571703443913203
rxn16356_c,0.999895256,0.717125625232295
rxn02401_c,0.9998951540000001,0.6708015015407103
rxn07592_c,0.9998947599999999,0.7324680902768703
rxn06166_c,0.9998947599999999,0.8263396351872905
rxn01765_c,0.9998947599999999,0.7324680902768703
rxn00324_c,0.99989431,0.7171202984927927
rxn37050_c,0.9998941400000001,0.6135879410627166
rxn21193_c,0.9998939979999999,0.7662890008304759
rxn20874_c,0.999893958,0.7324680902768703
rxn20873_c,0.999893958,0.7324680902768703
rxn00736_c,0.999893924,0.6859943405700353
rxn14052_c,0.9998938340000001,0.7324680902768703
rxn37982_c,0.9998938340000001,0.8451479775642774
rxn00322_c,0.9998937980000001,0.6859943405700353
rxn11739_c,0.999893736,0.7324680902768703
rxn01340_c,0.999893736,0.7324680902768703
rxn00268_c,0.9998936800000001,0.6761095939888515
rxn00402_c,0.9998936539999999,0.7559211482160538
rxn26989_c,0.99989364,0.7324680902768703
rxn26988_c,0.99989364,0.7324680902768703
rxn26990_c,0.9998936220000001,0.7542494117323435
rxn01811_c,0.9998935659999999,0.7324680902768703
rxn26986_c,0.9998935659999999,0.7324680902768703
rxn26984_c,0.999893406,0.7324680902768703
rxn01585_c,0.999893406,0.7324680902768703
rxn26987_c,0.999893406,0.7324680902768703
rxn23860_c,0.9998933600000001,0.5286252934157954
rxn00654_c,0.999893356,0.8411890479666806
rxn00672_c,0.9998931719999999,0.6859943405700353
rxn13140_c,0.9998930139999999,0.9310289187299436
rxn03283_c,0.9998929700000001,0.7324680902768703
rxn00103_c,0.999892784,0.6708378314238513
rxn13726_c,0.99989224,0.8989346842144065
rxn10122_c,0.99989224,0.8983180714386131
rxn18902_c,0.999892078,0.8451479775642774
rxn15272_c,0.999891506,0.6708015015407102
rxn05882_c,0.999891476,0.6859943405700353
rxn15952_c,0.99989138,0.7499675029247429
rxn07523_c,0.99989123,0.8571375519904941
rxn05491_c,0.9998910860000001,0.6499365964942582
rxn21779_c,0.9998907100000001,0.7999896017469084
rxn10584_c,0.999890628,0.7473941323621035
rxn11277_c,0.9998905639999999,0.6499365964942582
rxn09663_c,0.9998905639999999,0.6499365964942582
rxn17064_c,0.9998905459999999,0.4285502079619766
rxn37988_c,0.9998905199999999,0.8451479775642774
rxn16503_c,0.999890512,0.6741903028927418
rxn02260_c,0.9998902020000001,0.7142751039809885
rxn18450_c,0.999889988,0.8451479775642774
rxn13794_c,0.999889754,0.8451479775642774
rxn08459_c,0.9998897099999999,0.7745933139976826
rxn05169_c,0.999889692,0.8451479775642774
rxn13842_c,0.9998895899999999,0.8398378995893725
rxn13886_c,0.999889366,0.8451479775642774
rxn13203_c,0.999889202,0.6859943405700353
rxn24344_c,0.999889202,0.6859943405700353
rxn30746_c,0.999889188,0.6761095939888513
rxn16346_c,0.999888952,0.5714431045394571
rxn03631_c,0.9998889200000001,0.8072041087972357
rxn03632_c,0.9998889200000001,0.8072041087972357
rxn05157_c,0.9998887900000002,0.8451479775642774
rxn29771_c,0.9998886859999999,0.8451479775642774
rxn01497_c,0.999888454,0.6181361805660747
rxn04979_c,0.9998881579999999,0.7324680902768703
rxn30880_c,0.999887652,0.6708378314238513
rxn26892_c,0.999887162,0.7324680902768703
rxn02063_c,0.999887162,0.7324680902768703
rxn04235_c,0.9998870420000001,0.7142751039809884
rxn13918_c,0.9998868780000001,0.8451479775642774
rxn01823_c,0.9998865,0.7324680902768703
rxn01822_c,0.9998865,0.7324680902768703
rxn00512_c,0.999886122,0.7171202984927927
rxn22716_c,0.999886114,0.8333044457925356
rxn18906_c,0.999886038,0.8451479775642774
rxn09370_c,0.9998858220000001,0.737875443306123
rxn29239_c,0.999885514,0.8571375519904941
rxn01182_c,0.999885226,0.7327229020353128
rxn01677_c,0.999885062,0.7473941323621037
rxn09910_c,0.9998847640000001,0.7082174055976561
rxn18904_c,0.999884644,0.8451479775642773
rxn10168_c,0.9998844,0.8451479775642774
rxn09457_c,0.999884214,0.7542494117323439
rxn23238_c,0.999884108,0.599979203493817
rxn09960_c,0.999883538,0.8198859943580205
rxn11659_c,0.999883436,0.7698114760531198
rxn00989_c,0.9998834219999999,0.6324308699302438
rxn36499_c,0.999883402,0.8447385138078419
rxn12991_c,0.9998832679999999,0.8356678527448966
rxn01842_c,0.9998832179999999,0.7662890008304758
rxn09564_c,0.999882822,0.5070712104134257
rxn09424_c,0.9998825840000001,0.9925663993964066
rxn03388_c,0.9998825539999998,0.7324680902768703
rxn14164_c,0.9998825539999998,0.7324680902768703
rxn23293_c,0.9998825539999998,0.7324680902768703
rxn04888_c,0.9998825539999998,0.7324680902768703
rxn02726_c,0.9998825539999998,0.7324680902768703
rxn14053_c,0.9998825539999998,0.7324680902768703
rxn14072_c,0.9998825539999998,0.7324680902768703
rxn37378_c,0.9998825539999998,0.7324680902768703
rxn25463_c,0.9998825539999998,0.7324680902768703
rxn01598_c,0.9998825539999998,0.7324680902768703
rxn25462_c,0.9998825539999998,0.7324680902768703
rxn02712_c,0.9998825539999998,0.7542494117323436
rxn04890_c,0.9998825539999998,0.7324680902768703
rxn01612_c,0.9998825539999998,0.7324680902768703
rxn25460_c,0.9998825539999998,0.7324680902768703
rxn01611_c,0.9998825539999998,0.7324680902768703
rxn14083_c,0.9998825539999998,0.6615163615154931
rxn25459_c,0.9998825539999998,0.7324680902768703
rxn14013_c,0.9998825539999998,0.6615163615154933
rxn14107_c,0.9998825539999998,0.7324680902768703
rxn25458_c,0.9998825539999998,0.7324680902768703
rxn14129_c,0.9998825539999998,0.7542494117323435
rxn16759_c,0.9998825539999998,0.8099270217508633
rxn09601_c,0.9998825539999998,0.7324680902768703
rxn37501_c,0.9998825539999998,0.7542494117323439
rxn09608_c,0.9998825539999998,0.7324680902768703
rxn37427_c,0.9998825539999998,0.7324680902768703
rxn17081_c,0.9998825539999998,0.7324680902768703
rxn17085_c,0.9998825539999998,0.7324680902768703
rxn37461_c,0.9998825539999998,0.7324680902768703
rxn09609_c,0.9998825539999998,0.7324680902768703
rxn37467_c,0.9998825539999998,0.7542494117323439
rxn17114_c,0.9998825539999998,0.7324680902768703
rxn14005_c,0.9998825539999998,0.7542494117323435
rxn09605_c,0.9998825539999998,0.7324680902768703
rxn37481_c,0.9998825539999998,0.7324680902768703
rxn09604_c,0.9998825539999998,0.7324680902768703
rxn01567_c,0.9998825539999998,0.7324680902768703
rxn03196_c,0.9998825539999998,0.7324680902768703
rxn09600_c,0.9998825539999998,0.7324680902768703
rxn37423_c,0.9998825539999998,0.7324680902768703
rxn04884_c,0.9998825539999998,0.7324680902768703
rxn09622_c,0.9998825539999998,0.8099270217508633
rxn04883_c,0.9998825539999998,0.7324680902768703
rxn37487_c,0.9998825539999998,0.7542494117323439
rxn02635_c,0.9998825539999998,0.7324680902768703
rxn04882_c,0.9998825539999998,0.7324680902768703
rxn35631_c,0.9998825539999998,0.7542494117323435
rxn23407_c,0.9998825539999998,0.7324680902768703
rxn01771_c,0.9998825539999998,0.8014071573406103
rxn23410_c,0.9998825539999998,0.7324680902768703
rxn04871_c,0.9998825539999998,0.7324680902768703
rxn04869_c,0.9998825539999998,0.7324680902768703
rxn04862_c,0.9998825539999998,0.7324680902768703
rxn35619_c,0.9998825539999998,0.7324680902768703
rxn02701_c,0.9998825539999998,0.7324680902768703
rxn13988_c,0.9998825539999998,0.7324680902768703
rxn25466_c,0.9998825539999998,0.7324680902768703
rxn04975_c,0.9998825539999998,0.7542494117323435
rxn25475_c,0.9998825539999998,0.7324680902768703
rxn02470_c,0.9998825539999998,0.7324680902768703
rxn11803_c,0.9998825539999998,0.7324680902768703
rxn11813_c,0.9998825539999998,0.7324680902768703
rxn05101_c,0.9998825539999998,0.7324680902768703
rxn04985_c,0.9998825539999998,0.7324680902768703
rxn25880_c,0.9998825539999998,0.7324680902768703
rxn11822_c,0.9998825539999998,0.7324680902768703
rxn11831_c,0.9998825539999998,0.7324680902768703
rxn11832_c,0.9998825539999998,0.7324680902768703
rxn03214_c,0.9998825539999998,0.7324680902768703
rxn01438_c,0.9998825539999998,0.7324680902768703
rxn05130_c,0.9998825539999998,0.7324680902768703
rxn11840_c,0.9998825539999998,0.7324680902768703
rxn26734_c,0.9998825539999998,0.7324680902768703
rxn26933_c,0.9998825539999998,0.7324680902768703
rxn26747_c,0.9998825539999998,0.7324680902768703
rxn11841_c,0.9998825539999998,0.7324680902768703
rxn26782_c,0.9998825539999998,0.7324680902768703
rxn26784_c,0.9998825539999998,0.7542494117323439
rxn04983_c,0.9998825539999998,0.7324680902768703
rxn10747_c,0.9998825539999998,0.7324680902768703
rxn11852_c,0.9998825539999998,0.7324680902768703
rxn11853_c,0.9998825539999998,0.7324680902768703
rxn26894_c,0.9998825539999998,0.7542494117323439
rxn26900_c,0.9998825539999998,0.7324680902768703
rxn26909_c,0.9998825539999998,0.7542494117323435
rxn11854_c,0.9998825539999998,0.7324680902768703
rxn11802_c,0.9998825539999998,0.7324680902768703
rxn11799_c,0.9998825539999998,0.7324680902768703
rxn03217_c,0.9998825539999998,0.7324680902768703
rxn03564_c,0.9998825539999998,0.7324680902768702
rxn02387_c,0.9998825539999998,0.7324680902768703
rxn23082_c,0.9998825539999998,0.7324680902768703
rxn02349_c,0.9998825539999998,0.7324680902768703
rxn03499_c,0.9998825539999998,0.7324680902768703
rxn23089_c,0.9998825539999998,0.7324680902768703
rxn23081_c,0.9998825539999998,0.7542494117323435
rxn11683_c,0.9998825539999998,0.8099270217508633
rxn11621_c,0.9998825539999998,0.7324680902768703
rxn11616_c,0.9998825539999998,0.7542494117323439
rxn02239_c,0.9998825539999998,0.7324680902768703
rxn03222_c,0.9998825539999998,0.7324680902768703
rxn11556_c,0.9998825539999998,0.7324680902768703
rxn11534_c,0.9998825539999998,0.7324680902768703
rxn02398_c,0.9998825539999998,0.7324680902768703
rxn25897_c,0.9998825539999998,0.7324680902768699
rxn03530_c,0.9998825539999998,0.6615163615154933
rxn11738_c,0.9998825539999998,0.7542494117323439
rxn11795_c,0.9998825539999998,0.7324680902768703
rxn11798_c,0.9998825539999998,0.7324680902768703
rxn05097_c,0.9998825539999998,0.7324680902768703
rxn05098_c,0.9998825539999998,0.7324680902768703
rxn05099_c,0.9998825539999998,0.7324680902768703
rxn04993_c,0.9998825539999998,0.7542494117323439
rxn02448_c,0.9998825539999998,0.7324680902768703
rxn04988_c,0.9998825539999998,0.7324680902768703
rxn04982_c,0.9998825539999998,0.7324680902768703
rxn11900_c,0.9998825539999998,0.7324680902768703
rxn25476_c,0.9998825539999998,0.7324680902768703
rxn04970_c,0.9998825539999998,0.7324680902768703
rxn02215_c,0.9998825539999998,0.7324680902768703
rxn25619_c,0.9998825539999998,0.7324680902768703
rxn04860_c,0.9998825539999998,0.7324680902768703
rxn25614_c,0.9998825539999998,0.7324680902768703
rxn25612_c,0.9998825539999998,0.7324680902768703
rxn25607_c,0.9998825539999998,0.7324680902768703
rxn25605_c,0.9998825539999998,0.7324680902768703
rxn12918_c,0.9998825539999998,0.8268981387571364
rxn04974_c,0.9998825539999998,0.7542494117323435
rxn03206_c,0.9998825539999998,0.7542494117323439
rxn25541_c,0.9998825539999998,0.7324680902768703
rxn04972_c,0.9998825539999998,0.7324680902768703
rxn02601_c,0.9998825539999998,0.7324680902768703
rxn26942_c,0.9998825539999998,0.7542494117323435
rxn28820_c,0.9998825539999998,0.7324680902768703
rxn25537_c,0.9998825539999998,0.7324680902768703
rxn13171_c,0.9998825539999998,0.7324680902768703
rxn04902_c,0.9998825539999998,0.7324680902768703
rxn04901_c,0.9998825539999998,0.7324680902768703
rxn04893_c,0.9998825539999998,0.7324680902768703
rxn04892_c,0.9998825539999998,0.7324680902768703
rxn02156_c,0.9998825539999998,0.7324680902768703
rxn02148_c,0.9998825539999998,0.7324680902768703
rxn04891_c,0.9998825539999998,0.7324680902768703
rxn23248_c,0.9998825539999998,0.7324680902768703
rxn25482_c,0.9998825539999998,0.7324680902768703
rxn02216_c,0.9998825539999998,0.7324680902768703
rxn37749_c,0.9998825539999998,0.8099270217508632
rxn04976_c,0.9998825539999998,0.7542494117323439
rxn02578_c,0.9998825539999998,0.7324680902768703
rxn11901_c,0.9998825539999998,0.7324680902768703
rxn22908_c,0.9998825539999998,0.7324680902768703
rxn05131_c,0.9998825539999998,0.7324680902768703
rxn26971_c,0.9998825539999998,0.7324680902768703
rxn05132_c,0.9998825539999998,0.7324680902768703
rxn26985_c,0.9998825539999998,0.7324680902768703
rxn26996_c,0.9998825539999998,0.7324680902768703
rxn25827_c,0.9998825539999998,0.7324680902768703
rxn25826_c,0.9998825539999998,0.7324680902768703
rxn11902_c,0.9998825539999998,0.7324680902768703
rxn04981_c,0.9998825539999998,0.7324680902768703
rxn27008_c,0.9998825539999998,0.7324680902768703
rxn03212_c,0.9998825539999998,0.7542494117323439
rxn25732_c,0.9998825539999998,0.7324680902768703
rxn02536_c,0.9998825539999998,0.7542494117323439
rxn04980_c,0.9998825539999998,0.7324680902768703
rxn02537_c,0.9998825539999998,0.7324680902768703
rxn02540_c,0.9998825539999998,0.7324680902768703
rxn25725_c,0.9998825539999998,0.7324680902768703
rxn04978_c,0.9998825539999998,0.7324680902768703
rxn37755_c,0.9998825539999998,0.8099270217508633
rxn04977_c,0.9998825539999998,0.7324680902768703
rxn19994_c,0.9998825539999998,0.7324680902768703
rxn37752_c,0.9998825539999998,0.8099270217508633
rxn22887_c,0.9998825539999998,0.7324680902768703
rxn25115_c,0.9998825539999998,0.7324680902768703
rxn04861_c,0.9998825539999998,0.7324680902768703
rxn03992_c,0.9998825539999998,0.7324680902768703
rxn07274_c,0.9998825539999998,0.7324680902768703
rxn15912_c,0.9998825539999998,0.7324680902768703
rxn04165_c,0.9998825539999998,0.7324680902768703
rxn16654_c,0.9998825539999998,0.7542494117323439
rxn16653_c,0.9998825539999998,0.7324680902768703
rxn04166_c,0.9998825539999998,0.7542494117323435
rxn07287_c,0.9998825539999998,0.7324680902768703
rxn16052_c,0.9998825539999998,0.7803962609895039
rxn07286_c,0.9998825539999998,0.7324680902768703
rxn07285_c,0.9998825539999998,0.7324680902768703
rxn24124_c,0.9998825539999998,0.7324680902768703
rxn04168_c,0.9998825539999998,0.7324680902768703
rxn07278_c,0.9998825539999998,0.7324680902768703
rxn04169_c,0.9998825539999998,0.7542494117323435
rxn24123_c,0.9998825539999998,0.7324680902768703
rxn15824_c,0.9998825539999998,0.7542494117323435
rxn07250_c,0.9998825539999998,0.7542494117323435
rxn02967_c,0.9998825539999998,0.7324680902768703
rxn16055_c,0.9998825539999998,0.7324680902768703
rxn04170_c,0.9998825539999998,0.7324680902768703
rxn07118_c,0.9998825539999998,0.7324680902768703
rxn04182_c,0.9998825539999998,0.7324680902768703
rxn07115_c,0.9998825539999998,0.7803962609895039
rxn24045_c,0.9998825539999998,0.7324680902768703
rxn24038_c,0.9998825539999998,0.7324680902768703
rxn24015_c,0.9998825539999998,0.7324680902768703
rxn24014_c,0.9998825539999998,0.7324680902768703
rxn24013_c,0.9998825539999998,0.7324680902768703
rxn24012_c,0.9998825539999998,0.7324680902768703
rxn16655_c,0.9998825539999998,0.8319731507245334
rxn15822_c,0.9998825539999998,0.7542494117323439
rxn06719_c,0.9998825539999998,0.7324680902768703
rxn16706_c,0.9998825539999998,0.8099270217508633
rxn07627_c,0.9998825539999998,0.7324680902768703
rxn04061_c,0.9998825539999998,0.7324680902768703
rxn04065_c,0.9998825539999998,0.7324680902768703
rxn04066_c,0.9998825539999998,0.7542494117323439
rxn07591_c,0.9998825539999998,0.7324680902768703
rxn07590_c,0.9998825539999998,0.7324680902768703
rxn34586_c,0.9998825539999998,0.7542494117323439
rxn04086_c,0.9998825539999998,0.7324680902768703
rxn15616_c,0.9998825539999998,0.852012984433486
rxn15636_c,0.9998825539999998,0.7324680902768703
rxn07529_c,0.9998825539999998,0.7324680902768703
rxn04097_c,0.9998825539999998,0.7324680902768703
rxn07528_c,0.9998825539999998,0.8571703443913203
rxn15649_c,0.9998825539999998,0.7324680902768703
rxn04153_c,0.9998825539999998,0.7542494117323435
rxn15650_c,0.9998825539999998,0.7324680902768703
rxn16704_c,0.9998825539999998,0.7542494117323439
rxn15653_c,0.9998825539999998,0.7324680902768703
rxn16703_c,0.9998825539999998,0.7324680902768703
rxn37100_c,0.9998825539999998,0.7542494117323439
rxn04107_c,0.9998825539999998,0.7324680902768703
rxn15784_c,0.9998825539999998,0.7324680902768703
rxn23478_c,0.9998825539999998,0.7324680902768703
rxn16702_c,0.9998825539999998,0.7324680902768703
rxn16679_c,0.9998825539999998,0.7324680902768703
rxn01856_c,0.9998825539999998,0.7324680902768703
rxn01067_c,0.9998825539999998,0.7324680902768703
rxn04152_c,0.9998825539999998,0.7324680902768703
rxn01788_c,0.9998825539999998,0.7324680902768703
rxn16241_c,0.9998825539999998,0.7324680902768703
rxn24298_c,0.9998825539999998,0.7324680902768703
rxn01060_c,0.9998825539999998,0.7324680902768703
rxn16357_c,0.9998825539999998,0.7324680902768703
rxn03320_c,0.9998825539999998,0.7324680902768703
rxn04381_c,0.9998825539999998,0.7324680902768703
rxn04382_c,0.9998825539999998,0.7324680902768703
rxn03318_c,0.9998825539999998,0.7324680902768703
rxn04415_c,0.9998825539999998,0.7324680902768703
rxn01059_c,0.9998825539999998,0.7324680902768703
rxn04416_c,0.9998825539999998,0.7324680902768703
rxn04427_c,0.9998825539999998,0.7324680902768703
rxn04458_c,0.9998825539999998,0.7324680902768703
rxn04459_c,0.9998825539999998,0.7324680902768703
rxn23638_c,0.9998825539999998,0.7855526944467255
rxn04472_c,0.9998825539999998,0.7324680902768703
rxn23605_c,0.9998825539999998,0.7324680902768703
rxn16427_c,0.9998825539999998,0.7324680902768703
rxn03277_c,0.9998825539999998,0.7324680902768703
rxn23603_c,0.9998825539999998,0.7324680902768703
rxn21919_c,0.9998825539999998,0.7324680902768703
rxn23602_c,0.9998825539999998,0.7324680902768703
rxn04699_c,0.9998825539999998,0.7324680902768703
rxn22041_c,0.9998825539999998,0.7324680902768703
rxn16424_c,0.9998825539999998,0.7324680902768703
rxn16417_c,0.9998825539999998,0.8263396351872905
rxn01061_c,0.9998825539999998,0.7324680902768703
rxn01695_c,0.9998825539999998,0.7324680902768703
rxn22125_c,0.9998825539999998,0.7324680902768703
rxn16421_c,0.9998825539999998,0.7542494117323439
rxn03284_c,0.9998825539999998,0.7324680902768703
rxn01696_c,0.9998825539999998,0.7324680902768703
rxn23762_c,0.9998825539999998,0.7324680902768703
rxn16242_c,0.9998825539999998,0.7324680902768703
rxn16278_c,0.9998825539999998,0.7324680902768703
rxn16243_c,0.9998825539999998,0.7324680902768703
rxn16244_c,0.9998825539999998,0.7324680902768703
rxn03322_c,0.9998825539999998,0.7324680902768703
rxn16245_c,0.9998825539999998,0.7324680902768703
rxn16253_c,0.9998825539999998,0.7324680902768703
rxn02998_c,0.9998825539999998,0.7542494117323439
rxn16255_c,0.9998825539999998,0.7324680902768703
rxn03016_c,0.9998825539999998,0.7324680902768703
rxn16258_c,0.9998825539999998,0.7324680902768703
rxn16260_c,0.9998825539999998,0.7324680902768703
rxn04323_c,0.9998825539999998,0.7324680902768703
rxn16261_c,0.9998825539999998,0.7324680902768703
rxn16262_c,0.9998825539999998,0.7324680902768703
rxn04324_c,0.9998825539999998,0.7324680902768703
rxn01786_c,0.9998825539999998,0.7324680902768703
rxn16279_c,0.9998825539999998,0.7324680902768703
rxn04325_c,0.9998825539999998,0.7324680902768703
rxn06317_c,0.9998825539999998,0.8263396351872905
rxn16290_c,0.9998825539999998,0.7324680902768703
rxn16291_c,0.9998825539999998,0.7324680902768703
rxn16292_c,0.9998825539999998,0.7324680902768703
rxn16298_c,0.9998825539999998,0.7324680902768703
rxn16299_c,0.9998825539999998,0.7324680902768703
rxn16300_c,0.9998825539999998,0.7324680902768703
rxn16301_c,0.9998825539999998,0.7324680902768703
rxn03321_c,0.9998825539999998,0.7324680902768703
rxn01787_c,0.9998825539999998,0.7324680902768703
